query_id,strategy,source_label,heterogeneous,subgraph_size,reason,center,density
,,,,22,Low density,1684554,0.1039
,,,,3,Too few nodes,119780,0.3333
,,,,43,Low density,1912800,0.0371
,,,,9,Low density,1072985,0.1389
,,,,18,Low density,1593593,0.0915
,,,,2,Too few nodes,700319,0.5
,,,,2,Too few nodes,708500,0.5
,,,,36,Low density,1965688,0.0698
,,,,25,Low density,1050813,0.1
,,,,3,Too few nodes,426251,0.3333
,,,,13,Low density,869403,0.1282
,,,,1,Too few nodes,1439134,0
,,,,14,Low density,977274,0.1319
,,,,3,Too few nodes,250609,0.3333
,,,,18,Low density,626662,0.1078
,,,,13,Low density,1499572,0.1795
,,,,565,Low density,1934955,0.0143
,,,,21,Low density,103956,0.05
,,,,97,Low density,1880599,0.0409
,,,,400,Low density,1787751,0.0192
,,,,3,Too few nodes,812594,0.3333
,,,,3,Too few nodes,233518,0.3333
,,,,23,Low density,1616984,0.0751
,,,,13,Low density,1403641,0.109
,,,,15,Low density,1048874,0.0952
,,,,97,Low density,1763124,0.0315
,,,,85,Low density,1307033,0.0294
,,,,42,Low density,1714093,0.0488
,,,,112,Low density,1100157,0.0337
,,,,266,Low density,1824633,0.0133
,,,,118,Low density,355151,0.0261
,,,,22,Low density,365146,0.0563
,,,,46,Low density,601681,0.0884
,,,,309,Low density,1817978,0.0338
,,,,36,Low density,765894,0.0437
,,,,86,Low density,1725128,0.0213
,,,,10,Low density,437764,0.1
,,,,10,Low density,610184,0.1222
,,,,1,Too few nodes,1300278,0
,,,,1,Too few nodes,1622644,0
,,,,257,Low density,1390716,0.0187
,,,,3,Too few nodes,719722,0.3333
,,,,260,Low density,1543037,0.0317
,,,,118,Low density,1354295,0.0225
,,,,14,Low density,1025708,0.1374
,,,,162,Low density,1951870,0.0516
,,,,6,Low density,292067,0.1667
,,,,4,Too few nodes,828608,0.25
,,,,3,Too few nodes,593108,0.3333
,,,,4,Too few nodes,1609747,0.25
,,,,78,Low density,1610771,0.0371
,,,,17,Low density,472964,0.1029
,,,,43,Low density,57656,0.052
,,,,3,Too few nodes,1006806,0.3333
,,,,7,Low density,604784,0.1667
,,,,39,Low density,1237258,0.0452
,,,,3,Too few nodes,367819,0.3333
,,,,1,Too few nodes,1257513,0
,,,,2,Too few nodes,1501669,0.5
,,,,33,Low density,1638920,0.0502
,,,,1,Too few nodes,1259645,0
,,,,86,Low density,220221,0.0253
,,,,7,Low density,545238,0.1429
,,,,20,Low density,838529,0.0974
,,,,2,Too few nodes,1467603,0.5
,,,,7,Low density,272903,0.1905
,,,,22,Low density,315891,0.0714
,,,,15,Low density,192664,0.0667
,,,,3,Too few nodes,88299,0.3333
,,,,17,Low density,1206319,0.0662
,,,,41,Low density,1203507,0.0384
,,,,55,Low density,1779804,0.0684
,,,,3,Too few nodes,1733868,0.3333
,,,,3,Too few nodes,730911,0.3333
,,,,29,Low density,1962909,0.0591
,,,,1,Too few nodes,1429199,0
,,,,35,Low density,136942,0.0689
,,,,129,Low density,159356,0.0182
,,,,4,Too few nodes,8924,0.25
,,,,112,Low density,128842,0.029
,,,,25,Low density,1942617,0.055
,,,,16,Low density,421116,0.0708
,,,,2,Too few nodes,1406017,0.5
,,,,67,Low density,531202,0.0289
,,,,53,Low density,572789,0.062
,,,,20,Low density,973215,0.1658
,,,,1,Too few nodes,1390916,0
,,,,25,Low density,1204107,0.0483
,,,,67,Low density,1466318,0.0341
,,,,84,Low density,1413676,0.0522
,,,,4,Too few nodes,1613777,0.25
,,,,45,Low density,1287564,0.0404
,,,,15,Low density,1753161,0.0667
,,,,6,Low density,513773,0.1667
,,,,1,Too few nodes,1158159,0
,,,,133,Low density,1084593,0.048
,,,,4,Too few nodes,696535,0.3333
,,,,18,Low density,395106,0.098
,,,,11,Low density,1964837,0.1545
,,,,7,Low density,609690,0.1905
,,,,7,Low density,92344,0.1429
,,,,4,Too few nodes,98307,0.25
,,,,4,Too few nodes,464545,0.25
,,,,3,Too few nodes,1104598,0.3333
,,,,20,Low density,915298,0.0605
,,,,34,Low density,1731929,0.0348
,,,,59,Low density,964740,0.0827
,,,,4,Too few nodes,703051,0.25
,,,,262,Low density,1505785,0.0218
,,,,104,Low density,4296,0.0426
,,,,3,Too few nodes,355756,0.3333
,,,,22,Low density,942268,0.0693
,,,,10,Low density,1064100,0.1333
,,,,30,Low density,842701,0.0931
,,,,144,Low density,187111,0.027
,,,,68,Low density,1287417,0.0296
,,,,21,Low density,277032,0.069
,,,,27,Low density,1637028,0.0755
,,,,1,Too few nodes,1293344,0
,,,,43,Low density,700533,0.0327
,,,,3,Too few nodes,1274579,0.3333
,,,,116,Low density,1785672,0.0322
,,,,40,Low density,597610,0.1494
,,,,11,Low density,381039,0.1091
,,,,3,Too few nodes,736856,0.3333
,,,,1,Too few nodes,1611312,0
,,,,9,Low density,382344,0.1667
,,,,3,Too few nodes,1509116,0.3333
,,,,1,Too few nodes,1637959,0
,,,,3,Too few nodes,366178,0.3333
,,,,15,Low density,1394849,0.081
,,,,51,Low density,1211503,0.0286
,,,,1,Too few nodes,1200402,0
,,,,1078,Low density,63276,0.0075
,,,,9,Low density,1411222,0.1111
,,,,45,Low density,1874066,0.0278
,,,,43,Low density,1870697,0.1069
,,,,3,Too few nodes,1107499,0.3333
,,,,25,Low density,1667270,0.0767
,,,,19,Low density,283246,0.0702
,,,,16,Low density,427261,0.1333
,,,,56,Low density,1659404,0.0471
,,,,1,Too few nodes,1446278,0
,,,,1465,Low density,243525,0.0045
,,,,2,Too few nodes,16707,0.5
,,,,29,Low density,568748,0.0616
,,,,44,Low density,221759,0.0354
,,,,29,Low density,946739,0.0382
,,,,7,Low density,796637,0.1905
,,,,6,Low density,430826,0.1667
,,,,24,Low density,1705979,0.0707
,,,,18,Low density,331604,0.1013
,,,,60,Low density,1645593,0.035
,,,,38,Low density,1912937,0.0946
,,,,4,Too few nodes,23146,0.25
,,,,172,Low density,1887873,0.02
,,,,8,Low density,101415,0.1786
,,,,17,Low density,1957235,0.0809
,,,,4,Too few nodes,387120,0.25
,,,,3,Too few nodes,205182,0.3333
,,,,1,Too few nodes,1390959,0
,,,,1,Too few nodes,1498685,0
,,,,27,Low density,930400,0.0513
,,,,2,Too few nodes,313294,0.5
,,,,3,Too few nodes,354727,0.3333
,,,,3,Too few nodes,26208,0.3333
,,,,106,Low density,1681893,0.0249
,,,,131,Low density,1295943,0.0405
,,,,44,Low density,301780,0.0328
,,,,4,Too few nodes,828713,0.3333
,,,,47,Low density,315731,0.0518
,,,,1,Too few nodes,1298982,0
,,,,11,Low density,105066,0.1455
,,,,1,Too few nodes,1578483,0
,,,,70,Low density,200936,0.024
,,,,2,Too few nodes,707573,0.5
,,,,1,Too few nodes,1435694,0
,,,,6,Low density,727813,0.1667
,,,,2,Too few nodes,1305777,0.5
,,,,1,Too few nodes,1540079,0
,,,,7,Low density,524140,0.1667
,,,,1,Too few nodes,1194230,0
,,,,1,Too few nodes,1148848,0
,,,,3,Too few nodes,1252333,0.3333
,,,,233,Low density,1676730,0.018
,,,,1,Too few nodes,1150859,0
,,,,3,Too few nodes,821822,0.3333
,,,,435,Low density,119456,0.0174
,,,,67,Low density,173468,0.0341
,,,,46,Low density,1299658,0.0411
,,,,8,Low density,1110756,0.1429
,,,,1,Too few nodes,1466503,0
,,,,2,Too few nodes,1316043,0.5
,,,,4,Too few nodes,1283863,0.3333
,,,,3,Too few nodes,1408997,0.3333
,,,,10,Low density,413825,0.1556
,,,,3,Too few nodes,942654,0.3333
,,,,191,Low density,1293247,0.0263
,,,,14,Low density,203636,0.0714
,,,,145,Low density,1923977,0.0211
,,,,7,Low density,937394,0.1429
,,,,49,Low density,551494,0.0825
,,,,51,Low density,498275,0.0533
,,,,3,Too few nodes,199594,0.3333
,,,,312,Low density,1960350,0.0112
,,,,32,Low density,624517,0.0635
,,,,24,Low density,32803,0.0562
,,,,9,Low density,1635769,0.1111
,,,,4,Too few nodes,860777,0.25
,,,,31,Low density,181012,0.0806
,,,,6,Low density,74971,0.1667
,,,,4,Too few nodes,720020,0.25
,,,,10,Low density,788705,0.1222
,,,,20,Low density,1714256,0.0816
,,,,19,Low density,1831766,0.0585
,,,,19,Low density,51639,0.1023
,,,,9,Low density,1682648,0.1528
,,,,1,Too few nodes,1582271,0
,,,,110,Low density,1977139,0.0196
,,,,83,Low density,581960,0.0207
,,,,52,Low density,158768,0.0618
,,,,9,Low density,809685,0.1111
,,,,94,Low density,482362,0.0367
,,,,13,Low density,170364,0.1154
,,,,20,Low density,815774,0.1105
,,,,22,Low density,1235308,0.0563
,,,,139,Low density,230701,0.0431
,,,,366,Low density,1897388,0.0165
,,,,19,Low density,714373,0.1082
,,,,1,Too few nodes,1571351,0
,,,,62,Low density,1904560,0.0344
,,,,86,Low density,101005,0.0241
,,,,1,Too few nodes,1557222,0
,,,,6,Low density,252599,0.1667
,,,,8,Low density,1550748,0.1429
,,,,51,Low density,221524,0.0376
,,,,1,Too few nodes,1624402,0
,,,,16,Low density,427937,0.0625
,,,,277,Low density,1051204,0.0253
,,,,35,Low density,403312,0.0412
,,,,3,Too few nodes,731500,0.3333
,,,,3,Too few nodes,635542,0.3333
,,,,20,Low density,727612,0.0789
,,,,4,Too few nodes,289407,0.25
,,,,24,Low density,773964,0.0598
,,,,2,Too few nodes,1633795,0.5
,,,,2,Too few nodes,735976,0.5
,,,,4,Too few nodes,585558,0.25
,,,,8,Low density,567944,0.1429
,,,,41,Low density,1393327,0.0567
,,,,34,Low density,94805,0.0695
,,,,258,Low density,1643796,0.0224
,,,,13,Low density,639132,0.1282
,,,,10,Low density,577339,0.1111
,,,,23,Low density,1272460,0.1304
,,,,9,Low density,1323308,0.1389
,,,,16,Low density,990581,0.0708
,,,,2,Too few nodes,1579154,0.5
,,,,24,Low density,1237803,0.067
,,,,11,Low density,1675817,0.1
,,,,117,Low density,78494,0.0169
,,,,38,Low density,1820966,0.0398
,,,,49,Low density,1653975,0.0472
,,,,11,Low density,940034,0.1091
,,,,28,Low density,1058938,0.1019
,,,,9,Low density,345,0.125
,,,,1,Too few nodes,1632704,0
,,,,69,Low density,1749680,0.0258
,,,,20,Low density,564548,0.0526
,,,,1,Too few nodes,1539089,0
,,,,3,Too few nodes,151976,0.3333
,,,,34,Low density,1950317,0.0303
,,,,7,Low density,34609,0.1905
,,,,20,Low density,561116,0.1105
,,,,26,Low density,1630976,0.0431
,,,,31,Low density,873340,0.0957
,,,,4,Too few nodes,1610077,0.5
,,,,10,Low density,643671,0.1333
,,,,9,Low density,853204,0.1667
,,,,59,Low density,1609891,0.038
,,,,17,Low density,1461770,0.0809
,,,,11,Low density,355410,0.1091
,,,,893,Low density,1033281,0.0078
,,,,3,Too few nodes,440990,0.3333
,,,,4,Too few nodes,618287,0.25
,,,,30,Low density,1716321,0.0621
,,,,1,Too few nodes,1595667,0
,,,,34,Low density,1773886,0.0455
,,,,1284,Low density,919910,0.0082
,,,,252,Low density,1936920,0.0252
,,,,1,Too few nodes,1607080,0
,,,,25,Low density,1956979,0.06
,,,,1,Too few nodes,1179589,0
,,,,52,Low density,1605293,0.0603
,,,,30,Low density,58953,0.0414
,,,,121,Low density,1203710,0.0787
,,,,83,Low density,1491856,0.04
,,,,3,Too few nodes,730543,0.3333
,,,,30,Low density,721620,0.0805
,,,,4,Too few nodes,1002826,0.25
,,,,71,Low density,188203,0.0217
,,,,6,Low density,814125,0.1667
,,,,1,Too few nodes,1504851,0
,,,,16,Low density,144211,0.0667
,,,,1,Too few nodes,1177075,0
,,,,7,Low density,799302,0.1429
,,,,8,Low density,580255,0.1429
,,,,11,Low density,1649512,0.1273
,,,,47,Low density,1605692,0.0361
,,,,12,Low density,855695,0.0985
,,,,88,Low density,1497042,0.0299
,,,,4,Too few nodes,758208,0.25
,,,,4,Too few nodes,21183,0.25
,,,,134,Low density,1796663,0.0197
,,,,3,Too few nodes,1463357,0.5
,,,,25,Low density,1391772,0.0667
,,,,18,Low density,673922,0.0784
,,,,53,Low density,1215022,0.0464
,,,,6,Low density,1345878,0.1667
,,,,1081,Low density,4032,0.0068
,,,,20,Low density,719941,0.0658
,,,,109,Low density,506574,0.04
,,,,17,Low density,1046951,0.1029
,,,,20,Low density,1419747,0.0526
,,,,2,Too few nodes,1629343,0.5
,,,,52,Low density,927990,0.066
,,,,3,Too few nodes,489835,0.3333
,,,,11,Low density,1957922,0.1364
,,,,1,Too few nodes,1256538,0
,,,,82,Low density,1715584,0.025
,,,,3,Too few nodes,149635,0.3333
,,,,763,Low density,244472,0.0066
,,,,11,Low density,747407,0.1
,,,,12,Low density,918125,0.1212
,,,,1,Too few nodes,1652545,0
,,,,39,Low density,1290821,0.0621
,,,,27,Low density,1954205,0.0556
,,,,107,Low density,1580304,0.0287
,,,,9,Low density,1495848,0.1389
,,,,19,Low density,840077,0.1199
,,,,8,Low density,668061,0.1786
,,,,1,Too few nodes,1637971,0
,,,,11,Low density,1751061,0.0909
,,,,10,Low density,690604,0.1333
,,,,18,Low density,888521,0.0686
,,,,16,Low density,615223,0.0833
,,,,14,Low density,847109,0.1099
,,,,40,Low density,1880246,0.0455
,,,,11,Low density,827353,0.1
,,,,2,Too few nodes,1447544,0.5
,,,,47,Low density,1914588,0.0393
,,,,81,Low density,1426002,0.0293
,,,,1,Too few nodes,1340702,0
,,,,66,Low density,1030748,0.049
,,,,1,Too few nodes,1154761,0
,,,,6,Low density,574327,0.1667
,,,,22,Low density,1646963,0.0736
,,,,3,Too few nodes,281768,0.3333
,,,,20,Low density,1469329,0.0921
,,,,21,Low density,828094,0.0667
,,,,8,Low density,1380264,0.1607
,,,,81,Low density,1030331,0.0383
,,,,223,Low density,180321,0.0145
,,,,3,Too few nodes,1336794,0.3333
,,,,383,Low density,1881656,0.0085
,,,,84,Low density,202016,0.0384
,,,,409,Low density,837173,0.023
,,,,13,Low density,788180,0.1474
,,,,69,Low density,189231,0.0237
,,,,1,Too few nodes,1355339,0
,,,,60,Low density,1125742,0.0969
,,,,4,Too few nodes,14281,0.25
,,,,67,Low density,1861521,0.0527
,,,,25,Low density,136537,0.0483
,,,,1,Too few nodes,1165996,0
,,,,101,Low density,1015432,0.0252
,,,,79,Low density,636568,0.0776
,,,,1,Too few nodes,1343589,0
,,,,14,Low density,1813122,0.0769
,,,,3,Too few nodes,1479666,0.5
,,,,3,Too few nodes,932228,0.3333
,,,,494,Low density,145801,0.0124
,,,,15,Low density,231941,0.0905
,,,,22,Low density,331994,0.1299
,,,,7,Low density,358364,0.1429
,,,,3,Too few nodes,951415,0.3333
,,,,25,Low density,140691,0.05
,,,,55,Low density,904080,0.0657
,,,,15,Low density,418361,0.0714
,,,,245,Low density,1825248,0.0173
,,,,193,Low density,1824208,0.0165
,,,,31,Low density,1798724,0.0688
,,,,4,Too few nodes,383526,0.25
,,,,8,Low density,783614,0.125
,,,,7,Low density,649613,0.1429
,,,,457,Low density,1677715,0.0154
,,,,32,Low density,1664844,0.1774
,,,,3,Too few nodes,1310634,0.3333
,,,,13,Low density,901793,0.1474
,,,,9,Low density,1251607,0.1111
,,,,9,Low density,933613,0.1389
,,,,107,Low density,131436,0.0462
,,,,29,Low density,1722985,0.0468
,,,,3,Too few nodes,1075273,0.3333
,,,,751,Low density,1875019,0.0096
,,,,1,Too few nodes,1664668,0
,,,,261,Low density,1495756,0.0115
,,,,3,Too few nodes,585845,0.3333
,,,,15,Low density,656791,0.0905
,,,,81,Low density,1643243,0.0247
,,,,8,Low density,683581,0.1964
,,,,26,Low density,681257,0.08
,,,,2,Too few nodes,1740683,0.5
,,,,13,Low density,478245,0.0833
,,,,15,Low density,856987,0.0762
,,,,84,Low density,1793053,0.0425
,,,,11,Low density,889075,0.1273
,,,,84,Low density,394381,0.0876
,,,,9,Low density,565196,0.125
,,,,33,Low density,1224159,0.0502
,,,,119,Low density,295457,0.0331
,,,,12,Low density,1941675,0.0985
,,,,241,Low density,194761,0.0105
,,,,1812,Low density,814069,0.0062
,,,,4,Too few nodes,1453077,0.25
,,,,28,Low density,1216550,0.0489
,,,,59,Low density,328161,0.0213
,,,,16,Low density,55,0.0708
,,,,24,Low density,1657561,0.0688
,,,,15,Low density,721289,0.0667
,,,,41,Low density,1917861,0.125
,,,,1,Too few nodes,1328754,0
,,,,25,Low density,1528267,0.0867
,,,,10,Low density,45159,0.1222
,,,,1884,Low density,626171,0.0057
,,,,36,Low density,1482226,0.0627
,,,,67,Low density,321696,0.0384
,,,,3,Too few nodes,712143,0.3333
,,,,12,Low density,766724,0.1061
,,,,8,Low density,718652,0.1786
,,,,1,Too few nodes,1483333,0
,,,,7,Low density,1304045,0.1905
,,,,3,Too few nodes,450898,0.3333
,,,,406,Low density,422782,0.0119
,,,,39,Low density,515518,0.0918
,,,,3,Too few nodes,523987,0.3333
,,,,214,Low density,1802747,0.0185
,,,,6,Low density,1285104,0.1667
,,,,14,Low density,904245,0.1264
,,,,4,Too few nodes,67212,0.25
,,,,102,Low density,1824950,0.0168
,,,,6,Low density,995748,0.1667
,,,,21,Low density,1337796,0.0619
,,,,6,Low density,1516035,0.1667
,,,,45,Low density,258150,0.0268
,,,,19,Low density,900207,0.0848
,,,,543,Low density,1899797,0.0208
,,,,26,Low density,1840960,0.0569
,,,,7,Low density,1972770,0.1429
,,,,12,Low density,344795,0.1212
,,,,17,Low density,1094303,0.1066
,,,,1,Too few nodes,1258457,0
,,,,2,Too few nodes,662008,0.5
,,,,9,Low density,144909,0.1389
,,,,12,Low density,675719,0.1136
,,,,15,Low density,959585,0.119
,,,,180,Low density,1376694,0.0303
,,,,4,Too few nodes,458865,0.25
,,,,6,Low density,700473,0.1667
,,,,15,Low density,953390,0.1714
,,,,1735,Low density,57403,0.0063
,,,,17,Low density,189794,0.0882
,,,,72,Low density,181225,0.0413
,,,,49,Low density,147030,0.0332
,,,,167,Low density,480975,0.0176
,,,,84,Low density,851513,0.0437
,,,,6,Low density,710834,0.1667
,,,,3,Too few nodes,1102103,0.3333
,,,,64,Low density,185191,0.0248
,,,,7,Low density,798516,0.1905
,,,,15,Low density,1764780,0.119
,,,,3,Too few nodes,1070939,0.3333
,,,,18,Low density,138160,0.0654
,,,,1,Too few nodes,1318170,0
,,,,8,Low density,1098866,0.125
,,,,7,Low density,698478,0.1667
,,,,27,Low density,463937,0.047
,,,,7,Low density,655021,0.1667
,,,,10,Low density,991144,0.1222
,,,,33,Low density,1444365,0.0473
,,,,1,Too few nodes,1567399,0
,,,,257,Low density,1902471,0.0227
,,,,2,Too few nodes,1341164,0.5
,,,,52,Low density,93624,0.0502
,,,,1,Too few nodes,1457772,0
,,,,60,Low density,937018,0.0969
,,,,1,Too few nodes,1371405,0
,,,,6,Low density,276835,0.1667
,,,,15,Low density,1819123,0.1048
,,,,10,Low density,718551,0.1556
,,,,28,Low density,125843,0.0489
,,,,8,Low density,1361817,0.1964
,,,,7,Low density,201169,0.1905
,,,,10,Low density,5969,0.1778
,,,,2,Too few nodes,20990,0.5
,,,,4,Too few nodes,430232,0.25
,,,,15,Low density,1245815,0.0667
,,,,7,Low density,77910,0.1667
,,,,13,Low density,90107,0.1538
,,,,11,Low density,1971831,0.1091
,,,,28,Low density,1979932,0.0582
,,,,12,Low density,1922495,0.0833
,,,,76,Low density,1299649,0.0379
,,,,160,Low density,1698099,0.0321
,,,,3,Too few nodes,1297138,0.3333
,,,,3,Too few nodes,295575,0.3333
,,,,4,Too few nodes,839502,0.25
,,,,173,Low density,944685,0.0372
,,,,42,Low density,206253,0.0314
,,,,4,Too few nodes,634252,0.25
,,,,14,Low density,856493,0.0769
,,,,6,Low density,63993,0.1667
,,,,16,Low density,1883189,0.0708
,,,,8,Low density,1675737,0.125
,,,,1,Too few nodes,1521147,0
,,,,23,Low density,556809,0.0751
,,,,13,Low density,998573,0.0769
,,,,4,Too few nodes,334874,0.25
,,,,12,Low density,82620,0.1288
,,,,348,Low density,1861348,0.0271
,,,,11,Low density,119785,0.1545
,,,,1,Too few nodes,1671094,0
,,,,7,Low density,801101,0.1667
,,,,3,Too few nodes,519198,0.3333
,,,,28,Low density,196085,0.0516
,,,,32,Low density,285893,0.0343
,,,,1,Too few nodes,1416831,0
,,,,10,Low density,428859,0.1
,,,,81,Low density,1800451,0.0276
,,,,7,Low density,1290550,0.1667
,,,,4,Too few nodes,378714,0.25
,,,,10,Low density,1063196,0.1111
,,,,2,Too few nodes,1825061,0.5
,,,,18,Low density,1355251,0.0654
,,,,3,Too few nodes,476279,0.3333
,,,,34,Low density,1775693,0.049
,,,,13,Low density,545960,0.109
,,,,338,Low density,1700551,0.0205
,,,,278,Low density,1829851,0.0088
,,,,2,Too few nodes,1396814,0.5
,,,,2,Too few nodes,1643136,0.5
,,,,12,Low density,1075543,0.0985
,,,,1626,Low density,1726729,0.006
,,,,1,Too few nodes,1430378,0
,,,,10,Low density,354201,0.1222
,,,,35,Low density,585141,0.0706
,,,,157,Low density,1872441,0.0179
,,,,45,Low density,824000,0.0348
,,,,13,Low density,494724,0.1282
,,,,36,Low density,1205794,0.0381
,,,,39,Low density,1855471,0.0459
,,,,3,Too few nodes,470237,0.3333
,,,,274,Low density,1843771,0.0232
,,,,15,Low density,94162,0.0667
,,,,3,Too few nodes,473986,0.3333
,,,,87,Low density,1268148,0.0329
,,,,1,Too few nodes,1146334,0
,,,,1,Too few nodes,1183064,0
,,,,463,Low density,936324,0.0121
,,,,115,Low density,967970,0.0387
,,,,19,Low density,1204849,0.0643
,,,,12,Low density,1248141,0.0833
,,,,1,Too few nodes,1172256,0
,,,,2,Too few nodes,1486426,0.5
,,,,1,Too few nodes,1181702,0
,,,,41,Low density,1539397,0.0463
,,,,9,Low density,498808,0.1528
,,,,15,Low density,1008955,0.1762
,,,,11,Low density,703446,0.1909
,,,,125,Low density,1882721,0.0205
,,,,215,Low density,1685231,0.018
,,,,31,Low density,1321880,0.0677
,,,,7,Low density,183493,0.1667
,,,,36,Low density,1652689,0.0619
,,,,1,Too few nodes,1648788,0
,,,,1,Too few nodes,1481770,0
,,,,3,Too few nodes,541342,0.3333
